COUNTRY,COUNTRY_GRP,SEX,YEAR,VALUE
ISR,,ALL,2007,42.72
ISR,,ALL,2008,42.21
ISR,,ALL,2009,42.09
ISR,,ALL,2010,41.26
ISR,,ALL,2011,40.99
ISR,,ALL,2012,41.36
ISR,,ALL,2013,41.3
ISR,,ALL,2014,41.07
ITA,,ALL,1995,51.79
ITA,,ALL,1996,51.62
ITA,,ALL,1997,49.61
ITA,,ALL,1998,48.29
ITA,,ALL,1999,47.35
ITA,,ALL,2000,45.48
ITA,,ALL,2001,47.5
ITA,,ALL,2002,46.77
ITA,,ALL,2003,47.22
ITA,,ALL,2004,46.82
ITA,,ALL,2005,47.12
ITA,,ALL,2006,47.61
ITA,,ALL,2007,46.77
ITA,,ALL,2008,47.81
ITA,,ALL,2009,51.13
ITA,,ALL,2010,49.85
ITA,,ALL,2011,49.1
ITA,,ALL,2012,50.78
ITA,,ALL,2013,51.02
ITA,,ALL,2014,51.22
KAZ,,ALL,1995,25.66
KAZ,,ALL,1996,19.78
KAZ,,ALL,1997,20.45
KAZ,,ALL,1998,21.77
KAZ,,ALL,1999,23.23
KAZ,,ALL,2000,23.15
KAZ,,ALL,2001,23.37
KAZ,,ALL,2002,22.09
KAZ,,ALL,2003,23.04
KAZ,,ALL,2004,22.55
KAZ,,ALL,2005,27.03
KAZ,,ALL,2006,22.09
KAZ,,ALL,2007,24.17
KAZ,,ALL,2008,27.21
KAZ,,ALL,2009,23.51
KAZ,,ALL,2010,22.12
KAZ,,ALL,2011,21.54
KAZ,,ALL,2012,22.09
KAZ,,ALL,2013,20.08
KAZ,,ALL,2014,21.72
KGZ,,ALL,1995,28.56
KGZ,,ALL,1996,22.23
KGZ,,ALL,1997,21.82
KGZ,,ALL,1998,21.35
KGZ,,ALL,1999,18.55
KGZ,,ALL,2000,17.3
KGZ,,ALL,2001,16.59
KGZ,,ALL,2002,20.15
KGZ,,ALL,2003,20.14
KGZ,,ALL,2004,19.97
KGZ,,ALL,2005,19.96
KGZ,,ALL,2006,22.23
KGZ,,ALL,2007,25.27
KGZ,,ALL,2008,23.95
KGZ,,ALL,2009,29.14
KGZ,,ALL,2010,31.21
KGZ,,ALL,2011,32.01
KGZ,,ALL,2012,34.54
KGZ,,ALL,2013,29.35
KGZ,,ALL,2014,30.53
LTU,,ALL,1995,34.43
LTU,,ALL,1996,36.38
LTU,,ALL,1997,50.23
LTU,,ALL,1998,41.13
LTU,,ALL,1999,40.85
LTU,,ALL,2000,39.78
LTU,,ALL,2001,37.47
LTU,,ALL,2002,35.37
LTU,,ALL,2003,33.81
LTU,,ALL,2004,33.99
LTU,,ALL,2005,34.02
LTU,,ALL,2006,34.19
LTU,,ALL,2007,35.31
LTU,,ALL,2008,37.9
LTU,,ALL,2009,44.88
LTU,,ALL,2010,42.25
LTU,,ALL,2011,38.68
LTU,,ALL,2012,36.07
LTU,,ALL,2013,34.43
LTU,,ALL,2014,33.27
LUX,,ALL,1995,39.69
LUX,,ALL,1996,41.13
LUX,,ALL,1997,40.66
LUX,,ALL,1998,41.06
LUX,,ALL,1999,39.19
LUX,,ALL,2000,37.59
LUX,,ALL,2001,38.13
LUX,,ALL,2002,41.55
LUX,,ALL,2003,41.8
LUX,,ALL,2004,42.57
LUX,,ALL,2005,41.54
LUX,,ALL,2006,38.58
LUX,,ALL,2007,36.26
LUX,,ALL,2008,39.13
LUX,,ALL,2009,45.18
LUX,,ALL,2010,43.52
LUX,,ALL,2011,42.55
LUX,,ALL,2012,43.9
LUX,,ALL,2013,43.55
LUX,,ALL,2014,42.69
LVA,,ALL,1995,38.43
LVA,,ALL,1996,37.06
LVA,,ALL,1997,36.16
LVA,,ALL,1998,39.07
LVA,,ALL,1999,41.64
LVA,,ALL,2000,37.61
LVA,,ALL,2001,34.96
LVA,,ALL,2002,35.99
LVA,,ALL,2003,34.91
LVA,,ALL,2004,35.9
LVA,,ALL,2005,35.83
LVA,,ALL,2006,38.32
LVA,,ALL,2007,35.95
LVA,,ALL,2008,39.09
LVA,,ALL,2009,43.71
LVA,,ALL,2010,43.41
LVA,,ALL,2011,38.41
LVA,,ALL,2012,36.48
LVA,,ALL,2013,36.1
LVA,,ALL,2014,37.89
MCO,,ALL,1995,19.4
MCO,,ALL,1996,20.69
MCO,,ALL,1997,19.31
MCO,,ALL,1998,18.97
MCO,,ALL,1999,23.94
MCO,,ALL,2000,20.13
MCO,,ALL,2001,21.08
MCO,,ALL,2002,20.28
MCO,,ALL,2003,19.56
MCO,,ALL,2004,21.29
MCO,,ALL,2005,21.7
MCO,,ALL,2006,21.6
MCO,,ALL,2007,19.66
MCO,,ALL,2008,20.19
MCO,,ALL,2009,20.52
MCO,,ALL,2010,20.7
MCO,,ALL,2011,19.69
MCO,,ALL,2012,20
MCO,,ALL,2013,18.89
MCO,,ALL,2014,20.41
MDA,,ALL,1995,36.67
MDA,,ALL,1996,36.25
MDA,,ALL,1997,40.47
MDA,,ALL,1998,33.18
MDA,,ALL,1999,28.36
MDA,,ALL,2000,36.37
MDA,,ALL,2001,31.53
MDA,,ALL,2002,34.25
MDA,,ALL,2003,33.12
MDA,,ALL,2004,35.14
MDA,,ALL,2005,37.05
MDA,,ALL,2006,40.16
MDA,,ALL,2007,41.95
MDA,,ALL,2008,41.55
MDA,,ALL,2009,45.25
MDA,,ALL,2010,40.8
MDA,,ALL,2011,39
MDA,,ALL,2012,40.08
MDA,,ALL,2013,38.48
MDA,,ALL,2014,39.82
MKD,,ALL,1995,37.7
MKD,,ALL,1996,35.94
MKD,,ALL,1997,33.7
MKD,,ALL,1998,33.58
MKD,,ALL,1999,34.91
MKD,,ALL,2000,32.02
MKD,,ALL,2001,37.36
MKD,,ALL,2002,38.19
MKD,,ALL,2003,36
MKD,,ALL,2004,34.12
MKD,,ALL,2005,32.49
MKD,,ALL,2006,31.45
MKD,,ALL,2007,31.45
MKD,,ALL,2008,33.76
MKD,,ALL,2009,33.56
MKD,,ALL,2010,32.51
MKD,,ALL,2011,31.86
MKD,,ALL,2012,33.26
MKD,,ALL,2013,31.82
MKD,,ALL,2014,31.82
MLT,,ALL,1995,39.14
MLT,,ALL,1996,41.57
MLT,,ALL,1997,41.7
MLT,,ALL,1998,41.53
MLT,,ALL,1999,41.81
MLT,,ALL,2000,40.21
MLT,,ALL,2001,41.72
MLT,,ALL,2002,41.4
MLT,,ALL,2003,45.2
MLT,,ALL,2004,42.25
MLT,,ALL,2005,42.25
MLT,,ALL,2006,42.33
MLT,,ALL,2007,41.19
MLT,,ALL,2008,42.57
MLT,,ALL,2009,41.87
MLT,,ALL,2010,41.07
MLT,,ALL,2011,40.95
MLT,,ALL,2012,42.37
MLT,,ALL,2013,41.91
MLT,,ALL,2014,43.12
MNE,,ALL,1995,30.81
MNE,,ALL,1996,30.81
MNE,,ALL,1997,30.81
MNE,,ALL,1998,30.81
MNE,,ALL,1999,30.81
MNE,,ALL,2000,30.81
MNE,,ALL,2001,35.32
MNE,,ALL,2002,34.86
MNE,,ALL,2003,37.54
MNE,,ALL,2004,36.89
MNE,,ALL,2005,41.98
MNE,,ALL,2006,41.3
MNE,,ALL,2007,39.92
MNE,,ALL,2008,41.22
MNE,,ALL,2009,49.41
MNE,,ALL,2010,43.87
MNE,,ALL,2011,45.94
MNE,,ALL,2012,45.44
MNE,,ALL,2013,37.79
MNE,,ALL,2014,37.26
NLD,,ALL,1995,50.44
NLD,,ALL,1996,45.01
NLD,,ALL,1997,44.73
NLD,,ALL,1998,43.77
NLD,,ALL,1999,42.84
NLD,,ALL,2000,41.2
NLD,,ALL,2001,42.6
NLD,,ALL,2002,43.47
NLD,,ALL,2003,44.33
NLD,,ALL,2004,43.21
NLD,,ALL,2005,42.15
NLD,,ALL,2006,42.48
NLD,,ALL,2007,42.21
NLD,,ALL,2008,42.99
NLD,,ALL,2009,47.73
NLD,,ALL,2010,47.71
NLD,,ALL,2011,46.46
NLD,,ALL,2012,46.82
NLD,,ALL,2013,46.1
NLD,,ALL,2014,45.45
NOR,,ALL,1995,50.27
NOR,,ALL,1996,47.87
NOR,,ALL,1997,46.27
NOR,,ALL,1998,48.49
NOR,,ALL,1999,47.13
NOR,,ALL,2000,42.03
NOR,,ALL,2001,43.8
NOR,,ALL,2002,46.71
NOR,,ALL,2003,47.87
NOR,,ALL,2004,44.98
NOR,,ALL,2005,42.06
NOR,,ALL,2006,40.81
NOR,,ALL,2007,41.44
NOR,,ALL,2008,40.25
NOR,,ALL,2009,46.09
NOR,,ALL,2010,45.01
NOR,,ALL,2011,43.81
NOR,,ALL,2012,42.93
NOR,,ALL,2013,44.03
NOR,,ALL,2014,45.63
,NORDIC,ALL,1995,60.03
,NORDIC,ALL,1996,58.43
,NORDIC,ALL,1997,56.02
,NORDIC,ALL,1998,54.88
,NORDIC,ALL,1999,53.94
,NORDIC,ALL,2000,50.75
,NORDIC,ALL,2001,50.9
,NORDIC,ALL,2002,52.16
,NORDIC,ALL,2003,52.8
,NORDIC,ALL,2004,51.56
,NORDIC,ALL,2005,50.51
,NORDIC,ALL,2006,49.33
,NORDIC,ALL,2007,48.24
,NORDIC,ALL,2008,49.02
,NORDIC,ALL,2009,54.11
,NORDIC,ALL,2010,52.79
,NORDIC,ALL,2011,52.05
,NORDIC,ALL,2012,52.73
,NORDIC,ALL,2013,53.12
,NORDIC,ALL,2014,52.95
POL,,ALL,1995,47.71
POL,,ALL,1996,51.01
POL,,ALL,1997,46.9
POL,,ALL,1998,45
POL,,ALL,1999,43.3
POL,,ALL,2000,41.97
POL,,ALL,2001,44.94
POL,,ALL,2002,45.29
POL,,ALL,2003,45.68
POL,,ALL,2004,43.75
POL,,ALL,2005,44.45
POL,,ALL,2006,44.68
POL,,ALL,2007,43.06
POL,,ALL,2008,44.42
POL,,ALL,2009,45.21
POL,,ALL,2010,45.62
POL,,ALL,2011,43.61
POL,,ALL,2012,42.57
POL,,ALL,2013,42.39
POL,,ALL,2014,42.14
PRT,,ALL,1995,42.62
PRT,,ALL,1996,43.15
PRT,,ALL,1997,42.45
PRT,,ALL,1998,42.7
PRT,,ALL,1999,42.55
PRT,,ALL,2000,42.64
PRT,,ALL,2001,44.11
PRT,,ALL,2002,43.72
PRT,,ALL,2003,45.32
PRT,,ALL,2004,46.06
PRT,,ALL,2005,46.68
PRT,,ALL,2006,45.24
PRT,,ALL,2007,44.49
PRT,,ALL,2008,45.34
PRT,,ALL,2009,50.22
PRT,,ALL,2010,51.82
PRT,,ALL,2011,50.02
PRT,,ALL,2012,48.53
PRT,,ALL,2013,49.94
PRT,,ALL,2014,51.7
ROU,,ALL,1995,34.09
ROU,,ALL,1996,32.95
ROU,,ALL,1997,34.39
ROU,,ALL,1998,35.58
ROU,,ALL,1999,39
ROU,,ALL,2000,38.42
ROU,,ALL,2001,36.1
ROU,,ALL,2002,34.87
ROU,,ALL,2003,33.23
ROU,,ALL,2004,33.37
ROU,,ALL,2005,33.42
ROU,,ALL,2006,35.3
ROU,,ALL,2007,38.25
ROU,,ALL,2008,38.81
ROU,,ALL,2009,40.6
ROU,,ALL,2010,39.56
ROU,,ALL,2011,39.13
ROU,,ALL,2012,36.46
ROU,,ALL,2013,35.21
ROU,,ALL,2014,34.86
RUS,,ALL,1995,43.33
RUS,,ALL,1996,45.32
RUS,,ALL,1997,47.77
RUS,,ALL,1998,42.55
RUS,,ALL,1999,36.68
RUS,,ALL,2000,25.62
RUS,,ALL,2001,26.92
RUS,,ALL,2002,31.46
RUS,,ALL,2003,29.95
RUS,,ALL,2004,27.4
RUS,,ALL,2005,27.49
RUS,,ALL,2006,31.15
RUS,,ALL,2007,33.82
RUS,,ALL,2008,33.89
RUS,,ALL,2009,41.35
RUS,,ALL,2010,38.04
RUS,,ALL,2011,35.73
RUS,,ALL,2012,37.29
RUS,,ALL,2013,37.66
RUS,,ALL,2014,38.89
,SEEHN,ALL,1995,36.63
,SEEHN,ALL,1996,37.06
,SEEHN,ALL,1997,35.29
,SEEHN,ALL,1998,36.62
,SEEHN,ALL,1999,38.62
,SEEHN,ALL,2000,37.95
,SEEHN,ALL,2001,38.12
,SEEHN,ALL,2002,39.43
,SEEHN,ALL,2003,38.44
,SEEHN,ALL,2004,37.69
,SEEHN,ALL,2005,37.17
,SEEHN,ALL,2006,37.79
,SEEHN,ALL,2007,39.62
,SEEHN,ALL,2008,40.07
,SEEHN,ALL,2009,41.38
,SEEHN,ALL,2010,39.94
,SEEHN,ALL,2011,39.02
,SEEHN,ALL,2012,38.71
,SEEHN,ALL,2013,37.93
,SEEHN,ALL,2014,39.17
,SMALL,ALL,1995,34.99
,SMALL,ALL,1996,36.1
,SMALL,ALL,1997,36.06
,SMALL,ALL,1998,36.29
,SMALL,ALL,1999,36.13
,SMALL,ALL,2000,35.8
,SMALL,ALL,2001,37.56
,SMALL,ALL,2002,38.81
,SMALL,ALL,2003,41.35
,SMALL,ALL,2004,40.09
,SMALL,ALL,2005,41.12
,SMALL,ALL,2006,40.28
,SMALL,ALL,2007,39.02
,SMALL,ALL,2008,41.94
,SMALL,ALL,2009,45.1
,SMALL,ALL,2010,43.74
,SMALL,ALL,2011,43.63
,SMALL,ALL,2012,44.08
,SMALL,ALL,2013,42.48
,SMALL,ALL,2014,41.51
SMR,,ALL,1995,25.84
SMR,,ALL,1996,24.05
SMR,,ALL,1997,23.61
SMR,,ALL,1998,22.1
SMR,,ALL,1999,21.06
SMR,,ALL,2000,21.46
SMR,,ALL,2001,21.25
SMR,,ALL,2002,30.97
SMR,,ALL,2003,28.5
SMR,,ALL,2004,30.25
SMR,,ALL,2005,30.25
SMR,,ALL,2006,30.25
SMR,,ALL,2007,30.25
SMR,,ALL,2008,30.25
SMR,,ALL,2009,30.25
SMR,,ALL,2010,31.85
SMR,,ALL,2011,34.54
SMR,,ALL,2012,44.35
SMR,,ALL,2013,42.76
SMR,,ALL,2014,43.37
SRB,,ALL,1995,31.37
SRB,,ALL,1996,31.37
SRB,,ALL,1997,31.37
SRB,,ALL,1998,31.37
SRB,,ALL,1999,31.37
SRB,,ALL,2000,31.37
SRB,,ALL,2001,33.81
SRB,,ALL,2002,42.9
SRB,,ALL,2003,41.9
SRB,,ALL,2004,40.83
SRB,,ALL,2005,40.27
SRB,,ALL,2006,43.19
SRB,,ALL,2007,43.4
SRB,,ALL,2008,43.43
SRB,,ALL,2009,43.45
SRB,,ALL,2010,43.63
SRB,,ALL,2011,42.37
SRB,,ALL,2012,46.11
SRB,,ALL,2013,43.17
SRB,,ALL,2014,46.29
SVK,,ALL,1995,48.62
SVK,,ALL,1996,53.74
SVK,,ALL,1997,48.93
SVK,,ALL,1998,45.79
SVK,,ALL,1999,48.1
SVK,,ALL,2000,52.14
SVK,,ALL,2001,44.46
SVK,,ALL,2002,45.06
SVK,,ALL,2003,40.13
SVK,,ALL,2004,37.67
SVK,,ALL,2005,37.98
SVK,,ALL,2006,36.52
SVK,,ALL,2007,34.21
SVK,,ALL,2008,34.92
SVK,,ALL,2009,41.56
SVK,,ALL,2010,39.84
SVK,,ALL,2011,38.91
SVK,,ALL,2012,38.21
SVK,,ALL,2013,38.7
SVK,,ALL,2014,39.05
SVN,,ALL,1995,52.31
SVN,,ALL,1996,44.15
SVN,,ALL,1997,44.51
SVN,,ALL,1998,45.38
SVN,,ALL,1999,46.17
SVN,,ALL,2000,46.51
SVN,,ALL,2001,47.31
SVN,,ALL,2002,46.2
SVN,,ALL,2003,46.24
SVN,,ALL,2004,45.64
SVN,,ALL,2005,45.08
SVN,,ALL,2006,44.33
SVN,,ALL,2007,42.28
SVN,,ALL,2008,44.06
SVN,,ALL,2009,48.66
SVN,,ALL,2010,49.47
SVN,,ALL,2011,49.89
SVN,,ALL,2012,48.38
SVN,,ALL,2013,59.41
SVN,,ALL,2014,51.62
SWE,,ALL,1995,64.95
SWE,,ALL,1996,62.92
SWE,,ALL,1997,60.66
SWE,,ALL,1998,58.78
SWE,,ALL,1999,58.11
SWE,,ALL,2000,55.09
SWE,,ALL,2001,54.52
SWE,,ALL,2002,55.6
SWE,,ALL,2003,55.67
SWE,,ALL,2004,54.18
SWE,,ALL,2005,53.85
SWE,,ALL,2006,52.71
SWE,,ALL,2007,50.95
SWE,,ALL,2008,51.74
SWE,,ALL,2009,54.94
SWE,,ALL,2010,52.33
SWE,,ALL,2011,51.49
SWE,,ALL,2012,51.96
SWE,,ALL,2013,52.81
SWE,,ALL,2014,52.67
TJK,,ALL,1995,17.38
TJK,,ALL,1996,17.89
TJK,,ALL,1997,18.87
TJK,,ALL,1998,13.91
TJK,,ALL,1999,14.9
TJK,,ALL,2000,14.65
TJK,,ALL,2001,14.81
TJK,,ALL,2002,16.09
TJK,,ALL,2003,16.23
TJK,,ALL,2004,17.68
TJK,,ALL,2005,19.46
TJK,,ALL,2006,19.05
TJK,,ALL,2007,27.29
TJK,,ALL,2008,27.24
TJK,,ALL,2009,27.57
TJK,,ALL,2010,27.17
TJK,,ALL,2011,27.45
TJK,,ALL,2012,25.08
TJK,,ALL,2013,28.21
TJK,,ALL,2014,29.02
TKM,,ALL,1995,20.14
TKM,,ALL,1996,16.32
TKM,,ALL,1997,25.04
TKM,,ALL,1998,24.58
TKM,,ALL,1999,19.4
TKM,,ALL,2000,23.44
TKM,,ALL,2001,20.55
TKM,,ALL,2002,18.05
TKM,,ALL,2003,19.35
TKM,,ALL,2004,18.91
TKM,,ALL,2005,19.7
TKM,,ALL,2006,14.9
TKM,,ALL,2007,13.4
TKM,,ALL,2008,10.91
TKM,,ALL,2009,13.4
TKM,,ALL,2010,14.1
TKM,,ALL,2011,14.61
TKM,,ALL,2012,14.67
TKM,,ALL,2013,16.43
TKM,,ALL,2014,15.53
TUR,,ALL,1995,16.54
TUR,,ALL,1996,19.97
TUR,,ALL,1997,20.82
TUR,,ALL,1998,22.42
TUR,,ALL,1999,28.17
TUR,,ALL,2000,31.9
TUR,,ALL,2001,42.75
TUR,,ALL,2002,41.74
TUR,,ALL,2003,39.47
TUR,,ALL,2004,35.58
TUR,,ALL,2005,32.76
TUR,,ALL,2006,32.99
TUR,,ALL,2007,34.7
TUR,,ALL,2008,36.34
TUR,,ALL,2009,43.11
TUR,,ALL,2010,40.24
TUR,,ALL,2011,37.37
TUR,,ALL,2012,38.53
TUR,,ALL,2013,40.23
TUR,,ALL,2014,39.94
UKR,,ALL,1995,44.57
UKR,,ALL,1996,41.95
UKR,,ALL,1997,36.74
UKR,,ALL,1998,30.41
UKR,,ALL,1999,26.68
UKR,,ALL,2000,28.28
UKR,,ALL,2001,27.18
UKR,,ALL,2002,26.7
UKR,,ALL,2003,28.3
UKR,,ALL,2004,29.35
UKR,,ALL,2005,32.06
UKR,,ALL,2006,32.2
UKR,,ALL,2007,31.36
UKR,,ALL,2008,32.62
UKR,,ALL,2009,33.66
UKR,,ALL,2010,34.9
UKR,,ALL,2011,32.07
UKR,,ALL,2012,35.06
UKR,,ALL,2013,34.52
UKR,,ALL,2014,33.38
UZB,,ALL,1995,38.08
UZB,,ALL,1996,39.88
UZB,,ALL,1997,32.49
UZB,,ALL,1998,34.48
UZB,,ALL,1999,30.99
UZB,,ALL,2000,28.95
UZB,,ALL,2001,26.68
UZB,,ALL,2002,37.2
UZB,,ALL,2003,33.92
UZB,,ALL,2004,32.12
UZB,,ALL,2005,31.05
UZB,,ALL,2006,20.78
UZB,,ALL,2007,20.66
UZB,,ALL,2008,33.2
UZB,,ALL,2009,34.25
UZB,,ALL,2010,31.74
UZB,,ALL,2011,31.87
UZB,,ALL,2012,32.64
UZB,,ALL,2013,32.15
UZB,,ALL,2014,28.97
,WESTERN_BALKANS,ALL,1995,33.18
,WESTERN_BALKANS,ALL,1996,35.33
,WESTERN_BALKANS,ALL,1997,32.88
,WESTERN_BALKANS,ALL,1998,34.38
,WESTERN_BALKANS,ALL,1999,35.52
,WESTERN_BALKANS,ALL,2000,32.46
,WESTERN_BALKANS,ALL,2001,36.56
,WESTERN_BALKANS,ALL,2002,41.89
,WESTERN_BALKANS,ALL,2003,41.48
,WESTERN_BALKANS,ALL,2004,39.9
,WESTERN_BALKANS,ALL,2005,38.59
,WESTERN_BALKANS,ALL,2006,39.45
,WESTERN_BALKANS,ALL,2007,40.55
,WESTERN_BALKANS,ALL,2008,41.85
,WESTERN_BALKANS,ALL,2009,42.12
,WESTERN_BALKANS,ALL,2010,41.15
,WESTERN_BALKANS,ALL,2011,40.15
,WESTERN_BALKANS,ALL,2012,41.83
,WESTERN_BALKANS,ALL,2013,39.97
,WESTERN_BALKANS,ALL,2014,41.98
,WHO_EURO,ALL,1995,43.37
,WHO_EURO,ALL,1996,42.83
,WHO_EURO,ALL,1997,42.05
,WHO_EURO,ALL,1998,40.55
,WHO_EURO,ALL,1999,39.55
,WHO_EURO,ALL,2000,37.03
,WHO_EURO,ALL,2001,38.61
,WHO_EURO,ALL,2002,39.94
,WHO_EURO,ALL,2003,39.74
,WHO_EURO,ALL,2004,38.65
,WHO_EURO,ALL,2005,38.69
,WHO_EURO,ALL,2006,38.77
,WHO_EURO,ALL,2007,39.19
,WHO_EURO,ALL,2008,40.72
,WHO_EURO,ALL,2009,44.65
,WHO_EURO,ALL,2010,43.37
,WHO_EURO,ALL,2011,41.73
,WHO_EURO,ALL,2012,42.52
,WHO_EURO,ALL,2013,42.45
,WHO_EURO,ALL,2014,42.32
,,,,
Last update,2023.10.04 16:15:56 GMT,,,
Description,Total government expenditure as % of GDP,,,
Reference link,https://dw.euro.who.int/api/v3/measures/HFA_35?lang=En,,,
,,,,
Copyright,,,,
© WHO Regional Office for Europe 2024. All rights reserved.,https://www.who.int/about/policies/publishing/copyright,,,
